timestamp_utc,yield_pct,source
2026-03-29T23:30:00Z,3.71,CNBC
2026-03-29T23:31:00Z,3.71,CNBC
2026-03-29T23:32:00Z,3.708,CNBC
2026-03-29T23:33:00Z,3.71,CNBC
2026-03-29T23:35:00Z,3.711,CNBC
2026-03-29T23:41:00Z,3.712,CNBC
2026-03-29T23:42:00Z,3.711,CNBC
2026-03-29T23:44:00Z,3.712,CNBC
2026-03-29T23:45:00Z,3.72,CNBC
2026-03-29T23:46:00Z,3.717,CNBC
2026-03-29T23:47:00Z,3.717,CNBC
2026-03-29T23:48:00Z,3.714,CNBC
2026-03-29T23:49:00Z,3.713,CNBC
2026-03-29T23:50:00Z,3.712,CNBC
2026-03-29T23:51:00Z,3.721,CNBC
2026-03-29T23:52:00Z,3.723,CNBC
2026-03-29T23:53:00Z,3.724,CNBC
2026-03-29T23:54:00Z,3.722,CNBC
2026-03-29T23:55:00Z,3.724,CNBC
2026-03-29T23:56:00Z,3.724,CNBC
2026-03-29T23:57:00Z,3.723,CNBC
2026-03-29T23:58:00Z,3.724,CNBC
2026-03-29T23:59:00Z,3.724,CNBC
