timestamp_utc,yield_pct,source
2026-03-01T23:30:00Z,4.633,CNBC
2026-03-01T23:31:00Z,4.617,CNBC
2026-03-01T23:32:00Z,4.615,CNBC
2026-03-01T23:33:00Z,4.615,CNBC
2026-03-01T23:34:00Z,4.615,CNBC
2026-03-01T23:36:00Z,4.614,CNBC
2026-03-01T23:37:00Z,4.614,CNBC
2026-03-01T23:38:00Z,4.616,CNBC
2026-03-01T23:39:00Z,4.617,CNBC
2026-03-01T23:41:00Z,4.616,CNBC
2026-03-01T23:42:00Z,4.615,CNBC
2026-03-01T23:43:00Z,4.614,CNBC
2026-03-01T23:44:00Z,4.611,CNBC
2026-03-01T23:45:00Z,4.612,CNBC
2026-03-01T23:46:00Z,4.613,CNBC
2026-03-01T23:47:00Z,4.611,CNBC
2026-03-01T23:48:00Z,4.609,CNBC
2026-03-01T23:49:00Z,4.607,CNBC
2026-03-01T23:50:00Z,4.605,CNBC
2026-03-01T23:51:00Z,4.606,CNBC
2026-03-01T23:52:00Z,4.605,CNBC
2026-03-01T23:53:00Z,4.605,CNBC
2026-03-01T23:54:00Z,4.604,CNBC
2026-03-01T23:55:00Z,4.604,CNBC
2026-03-01T23:56:00Z,4.604,CNBC
2026-03-01T23:57:00Z,4.604,CNBC
2026-03-01T23:58:00Z,4.605,CNBC
2026-03-01T23:59:00Z,4.605,CNBC
