timestamp_utc,yield_pct,source
2026-04-22T06:04:00Z,5.582,CNBC
2026-04-22T06:14:00Z,5.573,CNBC
2026-04-22T06:25:00Z,5.595,CNBC
2026-04-22T06:34:00Z,5.585,CNBC
2026-04-22T06:44:00Z,5.576,CNBC
2026-04-22T06:58:00Z,5.588,CNBC
2026-04-22T07:00:00Z,5.57,CNBC
2026-04-22T07:01:00Z,5.568,CNBC
2026-04-22T07:02:00Z,5.571,CNBC
2026-04-22T07:03:00Z,5.572,CNBC
2026-04-22T07:04:00Z,5.568,CNBC
2026-04-22T07:05:00Z,5.567,CNBC
2026-04-22T07:06:00Z,5.567,CNBC
2026-04-22T07:07:00Z,5.567,CNBC
2026-04-22T07:08:00Z,5.568,CNBC
2026-04-22T07:09:00Z,5.568,CNBC
2026-04-22T07:10:00Z,5.573,CNBC
2026-04-22T07:11:00Z,5.574,CNBC
2026-04-22T07:12:00Z,5.576,CNBC
2026-04-22T07:13:00Z,5.578,CNBC
2026-04-22T07:14:00Z,5.573,CNBC
2026-04-22T07:15:00Z,5.575,CNBC
2026-04-22T07:16:00Z,5.575,CNBC
2026-04-22T07:17:00Z,5.576,CNBC
2026-04-22T07:18:00Z,5.581,CNBC
2026-04-22T07:19:00Z,5.581,CNBC
2026-04-22T07:20:00Z,5.58,CNBC
2026-04-22T07:21:00Z,5.58,CNBC
2026-04-22T07:22:00Z,5.578,CNBC
2026-04-22T07:23:00Z,5.58,CNBC
2026-04-22T07:24:00Z,5.581,CNBC
2026-04-22T07:25:00Z,5.579,CNBC
2026-04-22T07:26:00Z,5.579,CNBC
2026-04-22T07:27:00Z,5.576,CNBC
2026-04-22T07:28:00Z,5.576,CNBC
2026-04-22T07:29:00Z,5.575,CNBC
2026-04-22T07:30:00Z,5.573,CNBC
2026-04-22T07:31:00Z,5.575,CNBC
2026-04-22T07:32:00Z,5.572,CNBC
2026-04-22T07:33:00Z,5.573,CNBC
2026-04-22T07:34:00Z,5.575,CNBC
2026-04-22T07:35:00Z,5.575,CNBC
2026-04-22T07:36:00Z,5.574,CNBC
2026-04-22T07:37:00Z,5.574,CNBC
2026-04-22T07:38:00Z,5.573,CNBC
2026-04-22T07:39:00Z,5.573,CNBC
2026-04-22T07:40:00Z,5.575,CNBC
2026-04-22T07:41:00Z,5.577,CNBC
2026-04-22T07:42:00Z,5.578,CNBC
2026-04-22T07:43:00Z,5.575,CNBC
2026-04-22T07:44:00Z,5.575,CNBC
